🕘️更新时间,#genre#
CCTV-6,http://110.53.52.63:8888/newlive/live/hls/8/live.m3u8$订阅源-1920x1080
CCTV-6,http://ku9.3n.cc/smt.php?id=cctv6$订阅源-1920x1080
CCTV-6,http://xsbc.3sbio.com:35455/gaoma/cctv6.m3u8$订阅源-1920x1080
CCTV-7,http://nas.suntao.online:35455/gaoma/cctv7.m3u8$订阅源-IPv6-1920x1080
CCTV-7,https://www.freetv.top/migu/673168121.m3u8?migutoken=44446ab398991313e6a822efdaec82f3b845a2e8f141c172aa857c477255724bbb28fc01d33f764c51106c446af1c57e8815b58822075b194f4cf55cde28fe55f54330d4586c92e75e8aa50a48$订阅源-IPv6-1920x1080
CCTV-7,http://www.freetv.top/migu/673168121.m3u8?migutoken=bea4d574a7f96c7e95fb2000e191d57743cfdadfa9a4819385a46bf2bf269d9cf13b9bcc1494158b5bc16ce7d6751825800030253b91daf31a298122a2511f45821009cbeca64d12349bc0227d$订阅源-IPv6-1920x1080
CCTV-7,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF$订阅源-1920x1080
CCTV-7,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF$订阅源-1920x1080
CCTV-7,http://58.243.224.244:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-7,http://39.170.52.236:808/hls/7/index.m3u8$订阅源-1920x1080
CCTV-7,http://112.46.85.60:8009/hls/504/index.m3u8$订阅源-1920x1080
CCTV-7,http://183.223.157.33:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-7,https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8$订阅源-1920x1080
CCTV-8,http://nas.suntao.online:35455/gaoma/cctv8.m3u8$订阅源-IPv6-1920x1080
CCTV-8,http://zjzcf.synology.me:35455/gaoma/cctv8.m3u8$订阅源-IPv6-1920x1080
CCTV-8,https://www.freetv.top/migu/624878356.m3u8?migutoken=170b73b07e0cf0d307afea3545da5b9609d7c15461a2f4ac0f43634101df9baf391a446b91e5f84446b6a3b0934bb4730e2f3c4a32a565f904f22c8ff745a094d45dfd49c54f31b0b78156a080$订阅源-IPv6-1920x1080
CCTV-8,http://www.freetv.top/migu/624878356.m3u8?migutoken=e6e1b0f11b3900539ca13088ccf9da6d0a771d58a295315011db1676c607e4bfd4d2ecf8b5f89e888d98843c67f6657703a3192a098894da656341d37aaa2d4abf591b1a09d80e6fff894dd29d$订阅源-IPv6-1920x1080
CCTV-8,http://39.170.52.236:808/hls/8/index.m3u8$订阅源-1920x1080
CCTV-8,http://112.46.85.60:8009/hls/8/index.m3u8$订阅源-1920x1080
CCTV-8,http://183.237.95.108:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-8,http://183.223.157.33:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-8,https://api.olelive.com/dis/live/CCTV8HD/hls.m3u8$订阅源-1920x1080
CCTV-8,http://110.53.52.63:8888/newlive/live/hls/10/live.m3u8$订阅源-1920x1080
CCTV-9,http://nas.suntao.online:35455/gaoma/cctv9.m3u8$订阅源-IPv6-1920x1080
CCTV-9,http://zjzcf.synology.me:35455/gaoma/cctv9.m3u8$订阅源-IPv6-1920x1080
CCTV-9,https://www.freetv.top/migu/673168140.m3u8?migutoken=749c49cdc31bb395e0349adc81010adc8707f80e51e9d3491ad67bfa71388ad768f7b52c8064338a7ef45eb7ddb192fb4937b21681c82499a0c16653ad9a9bec98ff5ce6ab183e4029bbdf269e$订阅源-IPv6-1920x1080
CCTV-9,http://www.freetv.top/migu/673168140.m3u8?migutoken=b6b3dff09079aa89b4ea1988e02de40fa003df2db6f755979b0c414bdfffe3225adf1ec44edf5934481e00ada14c3b23dc6e93bb72f70ed2319f17002205dc998b6ce2dde3d00bf5701f8261ec$订阅源-IPv6-1920x1080
CCTV-9,http://58.243.224.244:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-9,http://39.170.52.236:808/hls/9/index.m3u8$订阅源-1920x1080
CCTV-9,http://112.46.85.60:8009/hls/509/index.m3u8$订阅源-1920x1080
CCTV-9,http://183.223.157.33:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-9,https://api.olelive.com/dis/live/CCTV9HD/hls.m3u8$订阅源-1920x1080
CCTV-9,http://110.53.52.63:8888/newlive/live/hls/11/live.m3u8$订阅源-1920x1080
CCTV-10,http://nas.suntao.online:35455/gaoma/cctv10.m3u8$订阅源-IPv6-1920x1080
CCTV-10,https://www.freetv.top/migu/624878405.m3u8?migutoken=b1b22121df2bcd800e793b36913fab68d316021b76f648524809136fb73c1f61bca55e7a5b0562383be65dfcb00d638501b42d41f4e66fc266c568cf7a9986d9178f59c8f802bee2700c475a63$订阅源-IPv6-1920x1080
CCTV-10,http://www.freetv.top/migu/624878405.m3u8?migutoken=994dc87ce4767211215bbc02fa208301259959a2d995deb9996c41b650e244fc75c3d5bae41d623bed5ba96aa38c7ea483d856771c119f74e8bb93fb60dc8304e146d0bf46405e88554d84e414$订阅源-IPv6-1920x1080
CCTV-10,http://58.243.224.244:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-10,http://39.170.52.236:808/hls/10/index.m3u8$订阅源-1920x1080
CCTV-10,http://183.237.95.108:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-10,http://183.223.157.123:85/tsfile/live/0010_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-10,http://183.223.157.33:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-10,https://api.olelive.com/dis/live/CCTV10HD/hls.m3u8$订阅源-1920x1080
CCTV-10,http://110.53.52.63:8888/newlive/live/hls/12/live.m3u8$订阅源-1920x1080
CCTV-11,http://nas.suntao.online:35455/gaoma/cctv11.m3u8$订阅源-IPv6-1920x1080
CCTV-11,https://www.freetv.top/migu/667987558.m3u8?migutoken=0960d7e074be53abeacd988e7daaca6d1477b1f255f98a01c33c7adf74ac246fe65a23451c3cff9b1203a6285cec778b6d488bd805e9d2433abe3ca23eb24e4f2a5f36bba821773558e1dec231$订阅源-IPv6-1920x1080
CCTV-11,http://www.freetv.top/migu/667987558.m3u8?migutoken=00a21f1483e571da068c555e3eea928f7c6183b26d7acc2afe9bb5e115f0005e02b6118176789d76765ae297bd6dfe4e14966e64415f0781535d91ed266aac177d6ff10fa6358e0eedddc2223b$订阅源-IPv6-1920x1080
CCTV-11,http://58.243.224.244:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-11,http://39.170.52.236:808/hls/11/index.m3u8$订阅源-1920x1080
CCTV-11,http://183.237.95.108:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-11,http://183.223.157.33:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-11,https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8$订阅源-1920x1080
CCTV-11,http://110.53.52.63:8888/newlive/live/hls/13/live.m3u8$订阅源-1920x1080
CCTV-11,http://ku9.3n.cc/smt.php?id=cctv11$订阅源-1920x1080
CCTV-12,http://nas.suntao.online:35455/gaoma/cctv12.m3u8$订阅源-IPv6-1920x1080
CCTV-12,https://www.freetv.top/migu/673168185.m3u8?migutoken=37acadb43b1d7932b0a1e8a4f2d01a06b42a10c31f3ccb417bae200ac3028f30a8110509f2cd6cd130aee4b21c85693aa49817f3381e4d28e140d8db1a20b6fecea22fec17a70ff1341efe6081$订阅源-IPv6-1920x1080
CCTV-12,http://www.freetv.top/migu/673168185.m3u8?migutoken=21a3954b28c73a4240272889ec94c3318c23068f666c79e61379cb154a890e4e7e3c998a578b29a381972f128751898531cb713221ff95385afec91149321ad772e31489fa01e553c8223e976a$订阅源-IPv6-1920x1080
CCTV-12,http://58.243.224.244:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-12,http://39.170.52.236:808/hls/12/index.m3u8$订阅源-1920x1080
CCTV-12,http://112.46.85.60:8009/hls/507/index.m3u8$订阅源-1920x1080
CCTV-12,http://183.223.157.123:85/tsfile/live/0012_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-12,http://183.223.157.33:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-12,https://api.olelive.com/dis/live/CCTV12HD/hls.m3u8$订阅源-1920x1080
CCTV-12,http://110.53.52.63:8888/newlive/live/hls/14/live.m3u8$订阅源-1920x1080
CCTV-13,https://event.pull.hebtv.com/jishi/cp1.m3u8$订阅源-IPv6-1920x1080
CCTV-13,http://nas.suntao.online:35455/gaoma/cctv13.m3u8$订阅源-IPv6-1920x1080
CCTV-13,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac19a58805588401a8e818b6dd00df9b327912af3611ba95f89235e7020821668a2b6dc65ccc3904967da59d0a9742565c56ea582baf8915d068035054818ef0f369dab64705a6a7f7120529ec$订阅源-IPv6-1920x1080
CCTV-13,http://www.freetv.top/migu/608807423.m3u8?migutoken=d8e7d5104925c13570533f5db2f808b4613be4d2901d3d406a67fca92ee219bc3692dff97d63d38123fde519465b77404b0a2c0c59bec5e83ad2be42019845acc7e59290159021d585352689cc$订阅源-IPv6-1920x1080
CCTV-13,http://39.170.52.236:808/hls/13/index.m3u8$订阅源-1920x1080
CCTV-13,http://183.223.157.33:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-13,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8$订阅源-1920x1080
CCTV-13,http://110.53.52.63:8888/newlive/live/hls/15/live.m3u8$订阅源-1920x1080
CCTV-13,http://116.128.243.121:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-13,http://ku9.3n.cc/smt.php?id=cctv13$订阅源-1920x1080
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8$订阅源-IPv6-1920x1080
CCTV-14,http://nas.suntao.online:35455/gaoma/cctv14.m3u8$订阅源-IPv6-1920x1080
CCTV-14,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0$订阅源-IPv6-1920x1080
CCTV-14,http://www.freetv.top/migu/624878440.m3u8?migutoken=303d044cf07163e1e2e8e4ecc8b6696ed836301cf573b626d3c00ec50cd362cc5e6a93afc2fd102cb883155554597d14eaa697edc9b0a30e56fc0115f81d8fbb8b87129e5bedad7d2173178f03$订阅源-IPv6-1920x1080
CCTV-14,http://58.243.224.244:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-14,http://183.237.95.108:9901/tsfile/live/1096_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-14,http://183.223.157.33:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-14,https://api.olelive.com/dis/live/CCTV14HD/hls.m3u8$订阅源-1920x1080
CCTV-14,http://110.53.52.63:8888/newlive/live/hls/16/live.m3u8$订阅源-1920x1080
CCTV-14,http://ku9.3n.cc/smt.php?id=cctv14$订阅源-1920x1080
CCTV-15,http://nas.suntao.online:35455/gaoma/cctv15.m3u8$订阅源-IPv6-1920x1080
CCTV-15,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4$订阅源-IPv6-1920x1080
CCTV-15,http://www.freetv.top/migu/673168223.m3u8?migutoken=81268e3d4f684bb5f7e3f9be9524d419c9c649ab0f8f8d3416c7e7535e0b219459b129f4be677a98cf66de546e2d7a78ebe50703d98eb67703adee341cd46d7d39c14bfc907da3a20534d07396$订阅源-IPv6-1920x1080
CCTV-15,http://58.243.224.244:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-15,http://183.223.157.33:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-15,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8$订阅源-1920x1080
CCTV-15,http://110.53.52.63:8888/newlive/live/hls/17/live.m3u8$订阅源-1920x1080
CCTV-15,http://ku9.3n.cc/smt.php?id=cctv15$订阅源-1920x1080
CCTV-15,http://227w9f5104.zicp.fun:35455/gaoma/cctv15.m3u8$订阅源-1920x1080
CCTV-15,http://xsbc.3sbio.com:35455/gaoma/cctv15.m3u8$订阅源-1920x1080
CCTV-16,http://php.jdshipin.com:8880/bst2.php?id=cctv16hd4k/15000000$订阅源-IPv6-1920x1080
CCTV-16,http://nas.suntao.online:35455/gaoma/cctv16.m3u8$订阅源-IPv6-1920x1080
CCTV-16,https://yunmei.tv/main/cctv-16.m3u8$订阅源-IPv6-1280x720
CCTV-16,http://39.170.52.236:808/hls/16/index.m3u8$订阅源-1920x1080
CCTV-16,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8$订阅源-1920x1080
CCTV-16,http://xsbc.3sbio.com:35455/gaoma/cctv16.m3u8$订阅源-1920x1080
CCTV-16,http://xiaoya.crccxw.top:35455/gaoma/cctv16.m3u8$订阅源-1920x1080
CCTV-16,http://36.105.100.208:35455/gaoma/cctv16.m3u8$订阅源-1920x1080
CCTV-16,http://hmjnas.drdjhmj.top:35455/gaoma/cctv16.m3u8$订阅源-1920x1080
CCTV-16,http://39.77.34.83:35455/gaoma/cctv16.m3u8$订阅源-1920x1080
CCTV-17,http://nas.suntao.online:35455/gaoma/cctv17.m3u8$订阅源-IPv6-1920x1080
CCTV-17,https://www.freetv.top/migu/673168256.m3u8?migutoken=1f0018205f02ce70108aadafba7fcfec39c929e9d2523f79a212c4165da5603e21b87da7118e6b0cea3eeeeccd815040f7765b3fb939716daf20de611d8c89feb7e0fbd64b5fec9a152f7776b9$订阅源-IPv6-1920x1080
CCTV-17,http://www.freetv.top/migu/673168256.m3u8?migutoken=698e0ff1ba47e7b3e38326199e2ee0a1b7bd0b0dd192935d111a196fb0a283c3070537cce6951301b2cc3e6f7de31ffdb9b7c4095d6c008d8333e21e5070375ca86124640133c9fa4c6ffa847f$订阅源-IPv6-1920x1080
CCTV-17,http://58.243.224.244:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-17,http://39.170.52.236:808/hls/17/index.m3u8$订阅源-1920x1080
CCTV-17,https://api.olelive.com/dis/live/CCTV17HD/hls.m3u8$订阅源-1920x1080
CCTV-17,http://227w9f5104.zicp.fun:35455/gaoma/cctv17.m3u8$订阅源-1920x1080
CCTV-17,http://xsbc.3sbio.com:35455/gaoma/cctv17.m3u8$订阅源-1920x1080
CCTV-17,http://xiaoya.crccxw.top:35455/gaoma/cctv17.m3u8$订阅源-1920x1080
CCTV-17,http://36.105.100.208:35455/gaoma/cctv17.m3u8$订阅源-1920x1080

📡卫视频道,#genre#
广东卫视,http://php.jdshipin.com:8880/chudian.php?id=gdws$订阅源-IPv6-1920x1080
广东卫视,https://www.freetv.top/migu/608831231.m3u8?migutoken=78af5371d66a723fc72d7a69c8a18ade502c19d2cf715aa502730a2b197148f3ac859ba4dfc8177df928c7b17e4f7e50e73fa17782751d96ca1224dc27c62d3025503e7b80de41b09560f78ee1$订阅源-IPv6-1920x1080
广东卫视,http://58.243.224.244:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
广东卫视,http://183.237.95.108:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
广东卫视,http://110.53.52.63:8888/newlive/live/hls/20/live.m3u8$订阅源-1920x1080
广东卫视,http://115.149.139.141:10001/tsfile/live/1029_1.m3u8?blog.ntnas.top$订阅源-1920x1080
广东卫视,http://36.105.100.208:35455/itv/1000000005000265034.m3u8?cdn=ystenlive$订阅源-1920x1080
广东卫视,http://3501776.xyz:35455/itv/1000000005000265034.m3u8?cdn=ystenlive$订阅源-1920x1080
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源-1280x720
香港卫视,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8$订阅源-IPv6
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq$订阅源-720x576
香港卫视,http://stream.qhbtv.com/adws/sd/live.m3u8$订阅源-1280x720
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$订阅源-720x576
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi$订阅源-19x24
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0#rtmp://zhibo.hkstv.tv/livestream/mutfysrq$订阅源
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8$订阅源
